Understat_Name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points
Ezri Konsa Ngoyo,90,0,0,1,0,0,0,0,0,0,0,0,25,24.8,0.3,0.0,2.5,1,0.00000,0.00102,0.00102,0.94590,6
Leon Bailey,70,1,1,1,0,0,0,0,0,0,0,2,39,53.4,23.4,43.0,12.0,1,0.23330,0.47150,0.70480,0.81540,13
Douglas Luiz,90,0,1,1,0,0,0,0,0,0,0,0,22,31.4,33.1,8.0,7.3,1,0.06200,0.07720,0.13920,0.94590,6
Jacob Ramsey,19,0,0,0,0,0,0,0,0,0,0,0,4,2.4,0.3,2.0,0.5,0,0.00000,0.00090,0.00090,0.13040,1
Carney Chukwuemeka,11,0,0,0,1,0,0,0,0,0,0,0,3,1.6,0.3,0.0,0.2,0,0.00000,0.00119,0.00119,0.08900,1
Cameron Archer,9,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0,0.00000,0.00051,0.00051,0.00000,1
Adam Smith,90,0,0,0,2,0,0,0,0,0,0,0,12,10.0,5.5,0.0,1.6,1,0.00000,0.03954,0.03954,1.90190,1
Ryan Fredericks,56,0,0,0,1,0,0,0,0,0,0,0,7,4.8,0.8,4.0,1.0,1,0.00000,0.00180,0.00180,0.89880,1
Kieffer Moore,45,0,0,0,2,0,0,0,0,0,0,0,6,6.4,16.6,4.0,2.7,0,0.00000,0.10153,0.10153,1.40130,1
Jefferson Lerma,90,0,0,0,2,0,0,0,1,0,0,0,7,5.4,13.8,6.0,2.5,1,0.06860,0.11274,0.18134,1.90190,1
Dominic Solanke,44,0,0,0,0,0,0,0,0,0,0,0,4,10.4,1.2,52.0,6.4,1,0.24470,0.00063,0.24533,0.50050,1
Lewis Cook,90,0,0,0,2,0,0,0,0,0,0,0,15,16.4,3.1,0.0,2.0,1,0.00000,0.03914,0.03914,1.90190,2
Ryan Christie,56,0,0,0,1,0,0,0,0,0,0,0,4,4.8,11.2,0.0,1.6,1,0.00000,0.00560,0.00560,0.89880,1
Philip Billing,90,0,0,0,2,0,0,0,0,0,0,0,13,12.6,13.3,2.0,2.8,1,0.00000,0.07260,0.07260,1.90190,2
Chris Mepham,90,0,0,0,2,0,0,0,1,0,0,0,13,34.6,0.5,0.0,3.5,1,0.00000,0.01026,0.01026,1.90190,0
Mark Travers,45,0,0,0,1,0,0,0,0,0,1,0,5,5.6,0.0,0.0,0.6,0,0.00000,0.00035,0.00035,1.10950,1
Jaidon Anthony,33,0,0,0,1,0,0,0,0,0,0,0,5,10.0,1.7,17.0,2.9,0,0.04790,0.01445,0.06235,1.00300,1
Jordan Zemura,33,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,1.8,2.0,0.0,0,0.00000,0.01117,0.01117,1.00300,1
Ivan Toney,90,0,0,0,4,0,0,0,0,0,0,0,11,4.8,16.5,5.0,2.6,1,0.03470,0.14169,0.17639,2.89680,2
David Raya,90,0,0,0,4,0,0,0,0,0,7,0,24,49.4,0.0,0.0,4.9,1,0.00000,0.00233,0.00233,2.89680,2
Sergi Canos,45,0,0,0,1,0,0,0,0,0,0,0,2,1.4,12.2,0.0,1.4,0,0.00000,0.00559,0.00559,0.63960,1
Josh Dasilva,45,0,0,0,1,0,0,0,0,0,0,0,3,2.0,1.3,16.0,1.9,0,0.12080,0.00689,0.12769,0.63960,1
Kristoffer Ajer,90,0,0,0,4,0,0,0,0,0,0,0,2,8.2,0.7,6.0,1.5,1,0.00000,0.00476,0.00476,2.89680,0
Rico Henry,90,0,0,0,4,0,0,0,0,0,0,0,6,24.6,13.1,2.0,4.0,1,0.00000,0.05523,0.05523,2.89680,0
Vitaly Janelt,90,0,0,0,4,0,0,0,0,0,0,0,15,9.2,12.1,0.0,2.1,1,0.00000,0.01461,0.01461,2.89680,2
Mathias Jensen,77,0,0,0,4,0,0,0,0,0,0,0,10,19.0,54.0,7.0,8.0,1,0.02360,0.12277,0.14637,2.89680,2
Yoane Wissa,29,0,0,0,0,0,0,0,0,0,0,0,3,7.4,1.8,13.0,2.2,0,0.14370,0.00395,0.14765,0.00000,1
Mads Roerslev,45,0,0,0,3,0,0,0,0,0,0,0,5,1.6,0.6,0.0,0.2,1,0.00000,0.00498,0.00498,2.25720,0
Ethan Pinnock,90,0,0,0,4,0,0,0,0,0,0,0,11,17.8,0.4,20.0,3.8,1,0.11360,0.00183,0.11543,2.89680,0
Frank Onyeka,45,0,0,0,3,0,0,0,0,0,0,0,5,7.6,20.4,24.0,5.2,1,0.07630,0.00216,0.07846,2.25720,1
Shandon Baptiste,12,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.1,0.0,0.1,0,0.00000,0.00044,0.00044,0.00000,1
Bryan Mbeumo,60,0,0,0,4,0,0,0,0,0,0,0,0,3.4,16.3,58.0,7.8,1,0.36610,0.04951,0.41561,2.89680,2
Adam Lallana,45,0,0,0,2,0,0,0,0,0,0,0,3,1.8,0.9,0.0,0.3,1,0.00000,0.00652,0.00652,1.24280,1
Danny Welbeck,78,0,0,0,3,0,0,0,0,0,0,0,4,2.6,1.5,8.0,1.2,1,0.20690,0.03682,0.24372,1.62690,2
Pascal Groß,86,0,0,0,3,0,0,0,1,0,0,0,9,9.0,37.7,4.0,5.1,1,0.00000,0.08161,0.08161,1.62690,1
Shane Duffy,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.13590,1
Lewis Dunk,90,0,0,0,3,0,0,0,0,0,0,0,9,8.6,0.8,0.0,0.9,1,0.00000,0.00556,0.00556,1.62690,1
Solly March,90,0,1,0,3,0,0,0,0,0,0,0,21,24.6,13.5,20.0,5.8,1,0.03240,0.02731,0.05971,1.62690,5
Adam Webster,90,0,0,0,3,0,0,0,0,0,0,0,14,21.6,1.3,0.0,2.3,1,0.00000,0.00832,0.00832,1.62690,1
Joël Veltman,65,0,0,0,2,0,0,0,0,0,0,0,9,10.8,1.7,0.0,1.3,1,0.00000,0.00970,0.00970,1.46240,1
Neal Maupay,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.3,0.0,0.1,0,0.00000,0.00022,0.00022,0.07460,1
Leandro Trossard,90,1,0,0,3,0,0,0,0,0,0,0,21,41.0,3.3,60.0,10.4,1,0.18180,0.02230,0.20410,1.62690,7
Marc Cucurella,35,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.9,0.0,0.3,1,0.00000,0.00156,0.00156,0.45420,1
Robert Sánchez,90,0,0,0,3,0,0,0,0,0,1,0,12,11.2,0.0,0.0,1.1,1,0.00000,0.00083,0.00083,1.62690,1
Tariq Lamptey,45,0,0,0,1,0,0,0,0,0,0,0,3,5.0,2.8,2.0,1.0,0,0.00000,0.01057,0.01057,0.38410,1
Alexis Mac Allister,86,0,0,0,3,0,0,0,0,0,0,0,13,7.2,22.9,1.0,3.1,1,0.01720,0.14906,0.16626,1.62690,2
Jeremy Sarmiento,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00000,0.00614,0.00614,0.00000,1
Moisés Caicedo,90,0,0,0,3,0,0,0,1,0,0,0,7,9.4,2.3,8.0,2.0,1,0.04820,0.02066,0.06886,1.62690,1
Deniz Undav,11,0,0,0,0,0,0,0,0,0,0,0,3,2.0,10.3,2.0,1.4,0,0.00000,0.01080,0.01080,0.00000,1
César Azpilicueta,90,0,0,0,1,0,0,0,0,0,0,0,7,4.8,2.4,2.0,0.9,1,0.00000,0.01071,0.01071,0.83860,2
Thiago Silva,90,0,0,0,1,0,0,0,0,0,0,0,15,14.0,0.3,0.0,1.4,1,0.00000,0.00391,0.00391,0.83860,2
Jorginho,90,1,0,0,1,0,0,0,1,0,0,2,25,50.2,2.2,17.0,6.9,1,0.78840,0.01124,0.79964,0.83860,8
Mateo Kovacic,54,0,0,0,1,0,0,0,0,0,0,0,6,9.4,17.1,0.0,2.7,0,0.00000,0.11663,0.11663,0.38440,1
Kepa,90,0,0,0,1,0,0,0,0,0,5,0,19,33.8,0.0,0.0,3.4,1,0.00000,0.00095,0.00095,0.83860,3
Ruben Loftus-Cheek,78,0,0,1,0,0,0,0,0,0,0,0,4,7.0,1.9,15.0,2.4,1,0.04140,0.00660,0.04800,0.74960,3
Ben Chilwell,90,0,0,0,1,0,0,0,0,0,0,0,11,7.4,9.1,2.0,1.9,1,0.00000,0.10460,0.10460,0.83860,2
Christian Pulisic,16,0,0,0,1,0,0,0,0,0,0,0,2,1.2,0.1,0.0,0.1,0,0.00000,0.00008,0.00008,0.14600,1
Trevoh Chalobah,90,0,0,0,1,0,0,0,0,0,0,0,10,9.0,1.4,11.0,2.1,1,0.20720,0.00343,0.21063,0.83860,2
Mason Mount,90,0,0,0,1,0,0,0,0,0,0,0,7,6.4,17.3,8.0,3.2,1,0.00000,0.27892,0.27892,0.83860,2
Billy Gilmour,3,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.4,0.0,0.1,0,0.00000,0.00041,0.00041,0.00000,1
Armando Broja,11,0,1,0,1,0,0,0,0,0,0,0,10,0.0,0.0,2.0,0.2,0,0.00000,0.00000,0.00000,0.08900,4
Vicente Guaita,90,0,0,0,3,0,0,0,0,0,3,0,13,19.6,0.0,0.0,2.0,1,0.00000,0.00002,0.00002,1.44970,2
Joel Ward,90,0,0,0,3,0,0,0,0,0,0,0,9,2.6,1.8,2.0,0.6,1,0.00000,0.00499,0.00499,1.44970,1
Luka Milivojevic,61,0,0,0,1,0,0,0,0,0,0,0,9,9.8,2.1,1.0,1.3,1,0.02620,0.00269,0.02889,0.47910,2
Jordan Ayew,74,0,0,0,2,0,0,0,0,0,0,0,6,11.4,21.1,6.0,3.9,1,0.00000,0.56829,0.56829,1.41520,2
Wilfried Zaha,90,0,0,0,3,0,0,0,1,0,0,0,-6,4.8,6.5,9.0,2.0,1,0.03400,0.01801,0.05201,1.44970,1
Jeffrey Schlupp,28,0,0,0,2,0,0,0,1,0,0,0,3,3.8,0.8,0.0,0.5,0,0.00000,0.00197,0.00197,0.97060,0
Joachim Andersen,90,0,0,0,3,0,0,0,0,0,0,0,14,21.4,0.5,17.0,3.9,1,0.08100,0.00410,0.08510,1.44970,1
Odsonne Edouard,90,0,0,0,3,0,0,0,0,0,0,0,4,2.6,2.0,24.0,2.9,1,0.18740,0.03431,0.22171,1.44970,2
Marc Guehi,90,0,0,0,3,0,0,0,1,0,0,0,9,10.8,1.3,0.0,1.2,1,0.00000,0.00848,0.00848,1.44970,0
Jean-Philippe Mateta,28,0,0,0,2,0,0,0,1,0,0,0,-4,0.0,0.3,7.0,0.4,0,0.16560,0.00075,0.16635,0.97060,0
Eberechi Eze,90,0,0,0,3,0,0,0,0,0,0,0,9,10.6,48.5,21.0,8.0,1,0.13730,0.10485,0.24215,1.44970,2
Tyrick Mitchell,90,0,0,0,3,0,0,0,0,0,0,0,11,19.4,6.4,0.0,2.6,1,0.00000,0.04503,0.04503,1.44970,1
Michael Olise,61,0,0,0,1,0,0,0,0,0,0,0,9,2.6,2.2,37.0,4.2,1,0.31450,0.01292,0.32742,0.47910,2
Malcolm Ebiowei,15,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.1,0.0,0.2,0,0.00000,0.00001,0.00001,0.03450,1
Seamus Coleman,90,0,0,1,0,0,0,0,0,0,0,0,24,14.4,0.7,0.0,1.5,1,0.00000,0.00300,0.00300,0.94610,6
Jordan Pickford,90,0,0,1,0,0,0,0,0,0,2,0,23,14.4,0.0,0.0,1.4,1,0.00000,0.00124,0.00124,0.94610,6
Abdoulaye Doucouré,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0.00000,0.00018,0.00018,0.07460,1
Alex Iwobi,90,0,2,1,0,0,0,0,0,0,0,3,35,40.4,35.4,9.0,8.5,1,0.01950,0.16069,0.18019,0.94610,12
Demarai Gray,72,0,0,1,0,0,0,0,1,0,0,0,-1,1.8,7.6,27.0,3.6,1,0.21170,0.08516,0.29686,0.70590,2
Tom Davies,4,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00000,0.00000,0.00000,0.07460,1
Dominic Calvert-Lewin,77,1,0,1,0,0,0,0,0,0,0,2,32,35.4,3.4,19.0,5.8,1,0.17500,0.00649,0.18149,0.87150,8
Vitalii Mykolenko,90,0,1,1,0,0,0,0,0,0,0,2,32,16.0,2.3,17.0,3.5,1,0.11830,0.01712,0.13542,0.94610,11
Anthony Gordon,85,1,0,1,0,0,0,0,0,0,0,0,29,42.8,3.5,40.0,8.6,1,0.96010,0.01403,0.97413,0.87150,8
James Tarkowski,90,0,0,1,0,0,0,0,1,0,0,0,22,23.6,0.3,2.0,2.6,1,0.00000,0.00534,0.00534,0.94610,5
Tom Cairney,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00001,0.00001,0.00000,1
Tim Ream,90,0,0,0,2,0,0,0,0,0,0,0,15,22.4,0.3,0.0,2.3,1,0.00000,0.00309,0.00309,1.71020,1
Neeskens Kebano,27,0,0,0,1,0,0,0,0,0,0,0,0,2.2,1.5,4.0,0.8,0,0.00000,0.00089,0.00089,0.66560,1
Bobby Reid,90,1,0,0,2,0,0,0,0,0,0,1,27,45.0,1.3,17.0,6.3,1,0.04280,0.00536,0.04816,1.71020,8
Tosin Adarabioyo,90,0,0,0,2,0,0,0,0,0,0,0,10,17.2,0.1,4.0,2.1,1,0.08220,0.00771,0.08991,1.71020,1
Aleksandar Mitrovic,90,1,0,0,2,0,0,0,0,0,0,0,26,29.2,15.8,61.0,10.6,1,0.31620,0.00330,0.31950,1.71020,6
Harrison Reed,90,0,1,0,2,0,0,0,0,0,0,1,27,40.0,39.7,26.0,10.6,1,0.32200,0.30305,0.62505,1.71020,6
Harry Wilson,62,0,0,0,1,0,0,0,0,0,0,0,6,0.2,1.3,30.0,3.2,1,0.07950,0.00228,0.08178,1.04460,2
Antonee Robinson,90,0,0,0,2,0,0,0,1,0,0,0,10,16.0,19.3,2.0,3.7,1,0.00000,0.13952,0.13952,1.71020,0
João Palhinha,90,0,0,0,2,0,0,0,0,0,0,0,11,14.8,1.3,12.0,2.8,1,0.06570,0.00716,0.07286,1.71020,2
Liam Cooper,90,0,0,0,3,0,0,0,1,0,0,0,7,16.4,10.9,10.0,3.7,1,0.05280,0.00900,0.06180,1.84940,0
Luke Ayling,90,0,0,0,3,0,0,0,0,0,0,0,8,19.2,2.6,21.0,4.3,1,0.12010,0.05760,0.17770,1.84940,1
Mateusz Klich,14,0,0,0,1,0,0,0,0,0,0,0,3,3.4,1.3,0.0,0.5,0,0.00000,0.00487,0.00487,0.54790,1
Rodrigo,63,1,0,0,1,0,0,0,0,0,0,0,23,34.6,2.0,62.0,9.9,1,0.52460,0.01605,0.54065,1.10080,7
Patrick Bamford,26,0,0,0,2,0,0,0,0,0,0,0,-1,3.4,0.5,17.0,2.1,0,0.40410,0.00826,0.41236,0.74860,1
Robin Koch,90,0,0,0,3,0,0,0,0,0,0,0,15,13.4,1.0,0.0,1.4,1,0.00000,0.00664,0.00664,1.84940,1
Jack Harrison,90,0,1,0,3,0,0,0,0,0,0,0,11,8.0,16.2,28.0,5.2,1,0.22890,0.11802,0.34692,1.84940,5
Pascal Struijk,84,0,0,0,3,0,0,0,0,0,0,0,12,8.6,1.7,2.0,1.2,1,0.00000,0.00797,0.00797,1.76720,1
Sam Greenwood,75,0,0,0,2,0,0,0,0,0,0,0,4,2.4,4.6,8.0,1.5,1,0.07240,0.09320,0.16560,1.30150,2
Illan Meslier,90,0,0,0,3,0,0,0,0,0,1,0,10,11.4,0.0,0.0,1.1,1,0.00000,0.00012,0.00012,1.84940,1
Crysencio Summerville,26,1,0,0,2,0,0,0,0,0,0,0,25,37.8,1.4,17.0,5.6,0,0.13590,0.00656,0.14246,0.74860,6
Joe Gelhardt,6,0,1,0,0,0,0,0,0,0,0,0,15,17.6,14.6,0.0,3.2,0,0.00000,0.36445,0.36445,0.08220,4
Marc Roca,90,0,0,0,3,0,0,0,0,0,0,0,17,22.6,12.3,26.0,6.1,1,0.10790,0.02928,0.13718,1.84940,2
Brenden Aaronson,90,0,0,0,3,0,0,0,0,0,0,0,20,24.0,77.8,6.0,10.8,1,0.06350,0.30383,0.36733,1.84940,2
Marc Albrighton,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,6.0,0.5,0,0.04390,0.00145,0.04535,0.00000,1
Nampalys Mendy,29,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0.3,0.0,0.1,0,0.00000,0.00241,0.00241,0.02080,1
Danny Ward,90,0,0,1,0,0,0,0,0,0,5,1,32,45.2,0.0,0.0,4.5,1,0.00000,0.00076,0.00076,2.12490,8
Jamie Vardy,29,1,1,0,0,0,0,0,0,0,0,2,35,55.0,10.3,21.0,8.6,0,0.51450,0.00206,0.51656,0.02080,10
Daniel Amartey,90,0,0,1,0,0,0,0,0,0,0,0,21,18.0,0.5,2.0,2.1,1,0.00000,0.00235,0.00235,2.12490,6
Timothy Castagne,90,0,1,1,0,0,0,0,0,0,0,3,38,49.6,14.6,2.0,6.6,1,0.00000,0.19448,0.19448,2.12490,12
Youri Tielemans,90,1,0,1,0,0,0,0,0,0,0,0,31,43.2,0.6,7.0,5.1,1,0.02240,0.00385,0.02625,2.12490,8
James Maddison,90,1,0,1,0,0,0,0,0,0,0,0,24,43.8,19.5,25.0,8.8,1,0.08450,0.07088,0.15538,2.12490,8
Harvey Barnes,78,1,0,1,0,0,0,0,0,0,0,0,26,36.8,2.2,21.0,6.0,1,0.22620,0.04091,0.26711,2.12490,8
Kiernan Dewsbury-Hall,61,0,1,1,0,0,0,0,0,0,0,0,17,22.6,12.6,8.0,4.3,1,0.00000,0.10550,0.10550,2.10420,6
James Justin,87,0,0,1,0,0,0,0,0,0,0,0,24,17.0,2.2,2.0,2.1,1,0.00000,0.01635,0.01635,2.12490,6
Boubakary Soumare,60,0,0,1,0,0,0,0,0,0,0,0,7,10.4,2.1,0.0,1.3,1,0.00000,0.00218,0.00218,2.10420,3
Luke Thomas,2,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00000,0.00049,0.00049,0.00000,1
Patson Daka,60,0,0,1,0,0,0,0,0,0,0,0,3,5.4,6.1,2.0,1.4,1,0.00000,0.04855,0.04855,2.10420,2
James Milner,61,0,0,0,1,0,0,0,0,0,0,0,17,27.2,50.2,2.0,7.9,1,0.00000,0.50403,0.50403,1.36900,2
Jordan Henderson,28,0,0,0,0,0,0,0,0,0,0,0,10,3.0,3.8,0.0,0.7,0,0.00000,0.07814,0.07814,0.48340,1
Alex Oxlade-Chamberlain,14,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.28940,1
Roberto Firmino,75,0,0,0,1,0,0,0,0,0,0,0,6,0.0,3.6,13.0,1.6,1,0.34040,0.03115,0.37155,1.56300,2
Virgil van Dijk,90,0,0,0,1,0,0,0,0,0,0,0,8,21.4,4.5,32.0,5.8,1,0.24440,0.08482,0.32922,1.85240,2
Alisson,90,0,0,0,1,0,0,0,0,0,6,0,20,38.4,0.0,0.0,3.8,1,0.00000,0.00008,0.00008,1.85240,4
Fabinho,90,0,0,0,1,0,0,0,0,0,0,0,11,6.0,6.4,0.0,1.2,1,0.00000,0.03317,0.03317,1.85240,2
Mohamed Salah,90,0,0,0,1,0,0,0,0,0,0,0,1,6.0,10.8,64.0,8.1,1,0.34950,0.00109,0.35059,1.85240,2
Andrew Robertson,90,0,0,0,1,0,0,0,0,0,0,0,17,12.4,50.3,4.0,6.7,1,0.00000,0.43242,0.43242,1.85240,2
Trent Alexander-Arnold,28,0,0,0,0,0,0,0,0,0,0,0,13,8.8,29.7,17.0,5.6,0,0.07170,0.25942,0.33112,0.48340,1
Joseph Gomez,90,0,0,0,1,0,0,0,1,0,0,0,9,20.8,3.8,0.0,2.5,1,0.00000,0.02765,0.02765,1.85240,1
Curtis Jones,90,0,0,0,1,0,0,0,0,0,0,0,11,10.2,16.3,13.0,4.0,1,0.05240,0.11119,0.16359,1.85240,2
Harvey Elliott,90,0,0,0,1,0,0,0,0,0,0,0,19,16.2,42.9,25.0,8.4,1,0.05550,0.37188,0.42738,1.85240,2
Neco Williams,72,0,0,1,0,0,0,0,0,0,0,0,17,3.2,0.3,8.0,1.2,1,0.03290,0.00123,0.03413,1.14260,6
Fabio Carvalho,61,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,2.1,47.0,4.9,1,0.54640,0.00245,0.54885,1.36900,2
Kevin De Bruyne,90,1,0,0,1,0,0,0,0,0,0,2,30,42.8,40.8,37.0,12.1,1,0.14720,0.54117,0.68837,0.47990,9
Riyad Mahrez,61,0,0,0,1,0,0,0,1,0,0,0,0,5.6,15.6,37.0,5.8,1,0.21890,0.07645,0.29535,0.30780,1
Raheem Sterling,78,0,0,1,0,0,0,0,0,0,0,0,6,5.2,18.2,8.0,3.1,1,0.00000,0.09390,0.09390,0.74960,3
Jack Grealish,76,0,0,0,1,0,0,0,0,0,0,0,4,1.8,13.7,4.0,2.0,1,0.00000,0.11547,0.11547,0.40590,2
João Cancelo,90,0,0,0,1,0,0,0,0,0,0,0,15,15.2,3.2,2.0,2.0,1,0.00000,0.06596,0.06596,0.47990,2
Ederson,90,0,1,0,1,0,0,0,0,0,1,0,23,26.8,13.0,0.0,4.0,1,0.00000,0.20772,0.20772,0.47990,5
Aymeric Laporte,90,0,0,0,1,0,0,0,0,0,0,0,14,10.4,3.9,8.0,2.2,1,0.03070,0.00421,0.03491,0.47990,2
Bernardo Silva,90,0,2,0,1,0,0,0,0,0,0,1,26,25.0,15.0,8.0,4.8,1,0.00000,0.03626,0.03626,0.47990,9
Rúben Dias,90,0,0,0,1,0,0,0,0,0,0,0,13,11.0,1.0,0.0,1.2,1,0.00000,0.00569,0.00569,0.47990,2
Phil Foden,28,0,0,0,0,0,0,0,0,0,0,0,2,1.2,1.8,4.0,0.7,0,0.00000,0.03228,0.03228,0.17210,1
Rodri,90,0,0,0,1,0,0,0,0,0,0,0,11,17.8,4.3,4.0,2.6,1,0.10810,0.02069,0.12879,0.47990,2
Cole Palmer,13,0,0,0,0,0,0,0,0,0,0,0,3,1.2,1.3,4.0,0.7,0,0.00000,0.02340,0.02340,0.07410,1
Erling Haaland,79,2,0,0,1,0,0,0,0,0,0,3,55,66.4,11.7,58.0,13.6,1,1.12190,0.07040,1.19230,0.40590,13
Julián Álvarez,10,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00000,0.00000,0.00000,0.07410,1
David de Gea,90,0,0,0,1,0,0,0,0,0,1,0,9,6.6,0.0,0.0,0.7,1,0.00000,0.00030,0.00030,1.06400,2
Raphael Varane,59,0,0,0,0,0,0,0,0,0,0,0,5,4.8,0.4,0.0,0.5,1,0.00000,0.00484,0.00484,0.14870,1
Fred,38,0,0,0,1,0,0,0,1,0,0,0,-1,0.2,11.4,4.0,1.6,0,0.03740,0.00739,0.04479,0.91530,0
Luke Shaw,90,0,1,0,1,0,0,0,1,0,0,1,22,29.6,27.5,3.0,6.0,1,0.04050,0.11674,0.15724,1.06400,5
Bruno Fernandes,90,0,0,0,1,0,0,0,0,0,0,0,7,14.2,39.0,12.0,6.5,1,0.05700,0.07971,0.13671,1.06400,2
Marcus Rashford,80,0,0,1,0,0,0,0,0,0,0,0,4,8.4,2.5,46.0,5.7,1,0.29960,0.01594,0.31554,0.27560,3
Victor Lindelöf,30,0,0,0,1,0,0,0,0,0,0,0,3,3.0,0.3,0.0,0.3,0,0.00000,0.00049,0.00049,0.91530,1
