Understat_Name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points
Trevoh Chalobah,90,0,0,1,0,0,0,0,0,0,0,0,27,20.0,3.9,35.0,5.9,1,0.13570,0.01943,0.15513,1.11490,6
Mason Mount,71,0,2,1,0,0,0,0,0,0,0,3,38,44.2,67.3,30.0,14.2,1,0.12910,0.43074,0.55984,1.04300,12
Kai Havertz,85,1,0,1,0,0,0,0,0,0,0,0,20,33.2,5.6,55.0,9.4,1,0.69930,0.07090,0.77020,1.04300,6
Reece James,18,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.5,2.0,0.5,0,0.00000,0.00074,0.00074,0.07190,1
Conor Gallagher,85,0,0,1,0,0,0,0,0,0,0,0,22,21.6,47.7,15.0,8.4,1,0.14730,0.40802,0.55532,1.04300,3
Billy Gilmour,1,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0.5,0.0,0.1,0,0.00000,0.00269,0.00269,0.00000,1
Armando Broja,18,1,0,0,0,0,0,0,0,0,0,0,27,33.2,0.3,17.0,5.1,0,0.06980,0.00088,0.07068,0.07190,5
Vicente Guaita,90,0,0,0,1,0,0,0,0,0,3,0,16,22.4,0.0,0.0,2.2,1,0.00000,0.00013,0.00013,0.96500,3
Joel Ward,90,0,0,0,1,0,0,0,0,0,0,0,13,12.4,1.2,0.0,1.4,1,0.00000,0.00991,0.00991,0.96500,2
Luka Milivojevic,26,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.1,0.0,0.1,0,0.00000,0.00021,0.00021,0.19950,1
Jordan Ayew,64,0,0,0,1,0,0,0,0,0,0,0,3,4.0,24.1,18.0,4.6,1,0.13420,0.00664,0.14084,0.76550,2
Wilfried Zaha,90,0,1,0,1,0,0,0,0,0,0,0,9,20.8,12.1,51.0,8.4,1,0.21210,0.06318,0.27528,0.96500,5
Jeffrey Schlupp,90,0,0,0,1,0,0,0,0,0,0,0,10,24.4,1.0,2.0,2.7,1,0.00000,0.00418,0.00418,0.96500,2
Will Hughes,5,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0.00000,0.00000,0.00000,0.08480,1
Joachim Andersen,90,0,0,0,1,0,0,0,0,0,0,0,6,16.4,0.1,26.0,4.3,1,0.22080,0.00829,0.22909,0.96500,2
Odsonne Edouard,85,1,0,0,1,0,0,0,0,0,0,2,27,40.0,13.5,23.0,7.7,1,0.27570,0.04665,0.32235,0.88010,8
Marc Guehi,90,0,0,0,1,0,0,0,1,0,0,0,10,19.0,0.1,0.0,1.9,1,0.00000,0.00093,0.00093,0.96500,1
Jean-Philippe Mateta,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.08480,1
Eberechi Eze,90,1,0,0,1,0,0,0,0,0,0,3,39,42.0,28.0,29.0,9.9,1,0.18540,0.22407,0.40947,0.96500,10
Tyrick Mitchell,25,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0.8,0.0,0.2,0,0.00000,0.01669,0.01669,0.19950,1
Michael Olise,84,0,1,0,1,0,0,0,1,0,0,1,20,33.8,43.3,9.0,8.6,1,0.05070,0.33415,0.38485,0.88010,5
Salomón Rondón,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,2.0,0.2,0,0.00000,0.01999,0.01999,0.00000,1
Seamus Coleman,74,0,0,0,2,0,0,0,0,0,0,0,13,7.6,1.4,4.0,1.3,1,0.11660,0.00364,0.12024,1.45100,1
Jordan Pickford,90,0,0,0,2,0,0,0,0,0,2,0,12,12.8,0.0,0.0,1.3,1,0.00000,0.00631,0.00631,1.45100,1
Alex Iwobi,90,1,0,0,2,0,0,0,0,0,0,2,33,44.2,23.3,19.0,8.7,1,0.10720,0.18975,0.29695,1.45100,9
Demarai Gray,90,0,0,0,2,0,0,0,0,0,0,0,10,12.6,33.8,22.0,6.8,1,0.02920,0.24438,0.27358,1.45100,2
Dominic Calvert-Lewin,14,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,36.0,3.7,0,0.11500,0.00151,0.11651,0.00000,1
Vitalii Mykolenko,90,0,0,0,2,0,0,0,0,0,0,0,16,16.2,12.9,2.0,3.1,1,0.00000,0.07753,0.07753,1.45100,1
Anthony Gordon,66,0,0,0,2,0,0,0,1,0,0,0,3,4.8,0.7,2.0,0.8,1,0.00000,0.01372,0.01372,1.29540,1
James Tarkowski,90,0,0,0,2,0,0,0,0,0,0,0,13,20.0,0.7,20.0,4.1,1,0.03040,0.02933,0.05973,1.45100,1
Tom Cairney,19,0,0,0,1,0,0,0,0,0,0,0,3,1.0,1.6,22.0,2.5,0,0.12030,0.00306,0.12336,0.60560,1
Tim Ream,90,0,0,0,3,0,0,0,0,0,0,0,11,25.0,1.0,0.0,2.6,1,0.00000,0.00702,0.00702,3.04210,1
Neeskens Kebano,88,0,1,0,2,0,0,0,0,0,0,0,16,26.2,27.5,2.0,5.6,1,0.00000,0.17261,0.17261,2.60810,5
Bobby Reid,90,0,0,0,3,0,0,0,0,0,0,0,14,10.2,2.8,0.0,1.3,1,0.00000,0.02275,0.02275,3.04210,2
Tosin Adarabioyo,90,0,0,0,3,0,0,0,0,0,0,0,20,27.0,0.8,0.0,2.8,1,0.00000,0.00710,0.00710,3.04210,1
Harrison Reed,70,0,0,0,2,0,0,0,1,0,0,0,11,6.0,4.1,4.0,1.4,1,0.00000,0.01186,0.01186,2.43650,1
Harry Wilson,13,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.9,0.0,0.1,0,0.00000,0.00127,0.00127,0.43400,1
Josh Onomah,13,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.6,0.0,0.3,0,0.00000,0.00382,0.00382,0.43400,1
Antonee Robinson,90,0,0,0,3,0,0,0,0,0,0,0,15,17.6,2.8,2.0,2.2,1,0.00000,0.06694,0.06694,3.04210,1
João Palhinha,90,0,0,0,3,0,0,0,0,0,0,0,10,12.4,2.8,0.0,1.5,1,0.00000,0.02407,0.02407,3.04210,2
Liam Cooper,90,0,0,0,2,0,0,0,0,0,0,0,11,12.0,0.1,2.0,1.4,1,0.00000,0.00079,0.00079,1.07890,1
Luke Ayling,6,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.1,0,0.00000,0.00000,0.00000,0.22500,1
Mateusz Klich,14,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.4,2.0,0.2,0,0.00000,0.00065,0.00065,0.37390,1
Rodrigo,90,0,0,0,2,0,0,0,0,0,0,0,10,18.2,38.0,12.0,6.8,1,0.01800,0.07579,0.09379,1.07890,2
Patrick Bamford,61,0,0,0,1,0,0,0,0,0,0,0,0,8.6,3.1,27.0,3.9,1,0.37750,0.01096,0.38846,0.65910,2
Robin Koch,90,0,0,0,2,0,0,0,1,0,0,0,6,12.0,0.5,2.0,1.5,1,0.00000,0.00584,0.00584,1.07890,0
Daniel James,76,0,0,0,2,0,0,0,0,0,0,0,4,0.0,3.4,9.0,0.9,1,0.24610,0.04781,0.29391,2.60810,2
Jack Harrison,90,0,0,0,2,0,0,0,0,0,0,0,7,14.6,16.0,13.0,4.4,1,0.03600,0.18650,0.22250,1.07890,2
Pascal Struijk,90,1,0,0,2,0,0,0,1,0,0,0,18,48.6,26.1,21.0,9.6,1,0.20790,0.07472,0.28262,1.07890,6
Illan Meslier,90,0,0,0,2,0,0,0,0,0,3,0,15,21.4,0.0,0.0,2.1,1,0.00000,0.00017,0.00017,1.07890,2
Crysencio Summerville,28,0,0,0,1,0,0,0,0,0,0,0,3,2.0,4.3,22.0,2.8,0,0.02680,0.04432,0.07112,0.41980,1
Joe Gelhardt,6,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.3,17.0,2.0,0,0.08480,0.00039,0.08519,0.22500,1
Rasmus Kristensen,83,0,0,0,2,0,0,0,1,0,0,0,6,23.0,0.7,0.0,2.4,1,0.00000,0.00325,0.00325,0.85390,0
Marc Roca,83,0,0,0,2,0,0,0,0,0,0,0,8,2.0,1.8,22.0,2.6,1,0.08790,0.02952,0.11742,0.85390,2
Brenden Aaronson,75,0,1,0,1,0,0,0,0,0,0,0,10,0.0,9.7,10.0,1.8,1,0.14190,0.06689,0.20879,0.70500,5
Jonny Evans,90,0,0,0,2,0,0,0,0,0,0,0,15,28.4,1.5,33.0,6.3,1,0.16560,0.00968,0.17528,1.13580,1
Danny Ward,90,0,0,0,2,0,0,0,0,0,2,0,17,20.2,0.0,0.0,2.0,1,0.00000,0.00080,0.00080,1.13580,1
Jamie Vardy,23,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.5,6.0,0.5,0,0.02630,0.00254,0.02884,0.64320,1
Daniel Amartey,23,0,0,0,2,0,0,0,0,0,0,0,3,4.2,1.2,0.0,0.5,0,0.00000,0.00145,0.00145,0.64320,0
Timothy Castagne,66,0,0,1,0,0,0,0,0,0,0,1,26,13.0,13.9,4.0,3.1,1,0.00000,0.53606,0.53606,0.49260,7
Youri Tielemans,90,0,0,0,2,0,0,0,0,0,0,0,13,19.6,7.7,0.0,2.7,1,0.00000,0.20503,0.20503,1.13580,2
Ayoze Pérez,4,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0.00000,0.00000,0.00000,0.00000,1
James Maddison,90,0,0,0,2,0,0,0,1,0,0,0,6,12.2,29.4,29.0,7.1,1,0.06690,0.16011,0.22701,1.13580,1
Kelechi Iheanacho,11,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.5,2.0,0.3,0,0.00000,0.00476,0.00476,0.00000,1
Harvey Barnes,90,0,0,0,2,0,0,0,0,0,0,0,8,14.0,1.8,41.0,5.7,1,0.12630,0.03509,0.16139,1.13580,2
Kiernan Dewsbury-Hall,90,0,0,0,2,0,0,0,0,0,0,0,14,17.2,23.0,10.0,5.0,1,0.00000,0.03484,0.03484,1.13580,2
James Justin,85,0,0,0,2,0,0,0,0,0,0,0,17,15.6,12.4,0.0,2.8,1,0.00000,0.01577,0.01577,1.13580,1
Boubakary Soumare,78,0,0,0,2,0,0,0,1,0,0,0,15,6.8,2.3,0.0,0.9,1,0.00000,0.00950,0.00950,1.13580,1
Patson Daka,66,1,0,1,0,0,0,0,0,0,0,0,25,34.2,3.2,54.0,9.1,1,0.50910,0.00995,0.51905,0.49260,6
Jordan Henderson,90,0,0,0,3,0,0,0,0,0,0,0,11,15.2,14.3,10.0,4.0,1,0.07180,0.03925,0.11105,3.09270,2
Joel Matip,68,0,0,0,2,0,0,0,0,0,0,0,16,11.8,0.9,0.0,1.3,1,0.00000,0.00595,0.00595,1.87900,1
Thiago Alcántara,90,0,0,0,3,0,0,0,0,0,0,0,3,1.8,2.8,0.0,0.5,1,0.00000,0.02175,0.02175,3.09270,2
Roberto Firmino,48,1,0,0,2,0,0,0,0,0,0,1,28,36.6,6.9,17.0,6.1,0,0.34380,0.03620,0.38000,2.59730,6
Virgil van Dijk,90,0,0,0,3,0,0,0,0,0,0,0,13,22.0,1.8,4.0,2.8,1,0.01400,0.00640,0.02040,3.09270,1
Alisson,90,0,0,0,3,0,0,0,0,0,4,0,21,36.2,0.1,0.0,3.6,1,0.00000,0.00233,0.00233,3.09270,2
Fabinho,21,0,0,0,1,0,0,0,0,0,0,0,1,0.8,1.2,0.0,0.2,0,0.00000,0.00335,0.00335,1.21380,1
Mohamed Salah,68,0,0,0,2,0,0,0,0,0,0,0,5,1.8,12.0,4.0,1.8,1,0.05840,0.01687,0.07527,1.87900,2
Trent Alexander-Arnold,45,0,0,0,2,0,0,0,0,0,0,0,4,3.2,14.5,0.0,1.8,1,0.00000,0.02171,0.02171,1.38610,0
Joseph Gomez,45,0,0,0,1,0,0,0,1,0,0,0,5,12.6,1.1,0.0,1.4,0,0.00000,0.00491,0.00491,1.70660,0
Diogo Jota,80,0,1,0,3,0,0,0,0,0,0,0,15,25.8,14.9,6.0,4.7,1,0.00000,0.20149,0.20149,3.09270,5
Ibrahima Konaté,21,0,0,0,1,0,0,0,0,0,0,0,2,0.8,0.5,0.0,0.1,0,0.00000,0.00323,0.00323,1.21380,1
Konstantinos Tsimikas,90,0,0,0,3,0,0,0,0,0,0,0,12,7.6,4.0,8.0,2.0,1,0.00000,0.01010,0.01010,3.09270,1
Luis Díaz,41,0,1,0,1,0,0,0,1,0,0,0,7,12.4,11.2,4.0,2.8,1,0.00000,0.31900,0.31900,0.49540,3
Harvey Elliott,9,0,0,0,0,0,0,0,0,0,0,0,3,2.8,1.0,10.0,1.4,0,0.04580,0.03300,0.07880,0.00000,1
Neco Williams,32,0,0,0,0,0,0,0,0,0,0,0,7,5.2,0.7,0.0,0.6,0,0.00000,0.00211,0.00211,0.35470,1
Darwin Núñez,90,1,0,0,3,0,0,0,0,0,0,0,21,36.6,0.9,48.0,8.6,1,0.59590,0.01289,0.60879,3.09270,6
Kevin De Bruyne,69,0,1,1,0,0,0,0,0,0,0,0,28,20.8,26.8,12.0,6.0,1,0.00000,0.24651,0.24651,0.05330,6
Riyad Mahrez,70,1,0,1,0,0,0,0,0,0,0,0,28,39.6,9.1,43.0,9.2,1,0.27650,0.03408,0.31058,0.05330,8
Jack Grealish,32,0,0,0,0,0,0,0,0,0,0,0,4,11.6,25.7,19.0,5.6,0,0.20900,0.14752,0.35652,0.10280,1
João Cancelo,69,1,1,1,0,0,0,0,0,0,0,3,53,71.0,44.8,35.0,15.1,1,0.17040,0.19720,0.36760,0.05330,18
Ederson,90,0,0,1,0,0,0,0,0,0,0,0,25,5.2,0.0,0.0,0.5,1,0.00000,0.00012,0.00012,0.15610,6
Nathan Aké,90,0,0,1,0,0,0,0,0,0,0,0,28,15.2,0.8,0.0,1.6,1,0.00000,0.00514,0.00514,0.15610,6
Bernardo Silva,77,0,0,1,0,0,0,0,0,0,0,0,11,4.8,2.8,4.0,1.2,1,0.04890,0.03165,0.08055,0.05330,3
Rúben Dias,90,0,0,1,0,0,0,0,0,0,0,0,24,18.8,0.8,4.0,2.4,1,0.16460,0.00456,0.16916,0.15610,6
Phil Foden,57,1,1,0,0,0,0,0,0,0,0,2,34,61.4,54.6,63.0,17.9,1,0.77110,0.21218,0.98328,0.05330,11
Rodri,90,0,1,1,0,0,0,0,0,0,0,0,27,38.2,24.4,0.0,6.3,1,0.00000,0.05546,0.05546,0.15610,6
Cole Palmer,20,0,0,0,0,0,0,0,0,0,0,0,3,2.2,1.6,22.0,2.6,0,0.04310,0.03852,0.08162,0.10280,1
Erling Haaland,90,1,0,1,0,0,0,0,0,0,0,0,23,33.6,21.0,73.0,12.8,1,0.70880,0.05588,0.76468,0.15610,6
Julián Álvarez,20,0,0,0,0,0,0,0,0,0,0,0,3,2.6,12.0,4.0,1.9,0,0.00000,0.00569,0.00569,0.10280,1
Cristiano Ronaldo,61,1,0,1,0,0,0,0,0,0,0,3,34,41.0,15.9,30.0,8.7,0,0.40990,0.03750,0.44740,0.57880,9
David de Gea,90,0,0,0,1,0,0,0,0,0,1,0,14,10.4,0.0,0.0,1.0,1,0.00000,0.00042,0.00042,0.64720,2
Raphael Varane,1,0,0,0,0,0,0,0,0,0,0,0,4,8.0,0.0,0.0,0.8,0,0.00000,0.00000,0.00000,0.10610,1
Luke Shaw,90,0,0,0,1,0,0,0,0,0,0,0,13,19.4,3.2,0.0,2.3,1,0.00000,0.01873,0.01873,0.64720,2
Bruno Fernandes,90,0,0,0,1,0,0,0,0,0,0,0,10,8.2,36.6,6.0,5.1,1,0.00000,0.15425,0.15425,0.64720,2
Marcus Rashford,90,0,0,0,1,0,0,0,0,0,0,0,14,10.8,21.6,3.0,3.5,1,0.07390,0.14649,0.22039,0.64720,2
Victor Lindelöf,90,0,0,0,1,0,0,0,0,0,0,0,17,17.8,1.3,0.0,1.9,1,0.00000,0.00757,0.00757,0.64720,2
Scott McTominay,7,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.0,0.0,0.0,0,0.00000,0.00002,0.00002,0.35180,0
Diogo Dalot,90,0,0,0,1,0,0,0,0,0,0,0,13,21.8,3.2,18.0,4.3,1,0.07090,0.02277,0.09367,0.64720,2
